    1.500000e+00    9.974950e-01   -6.868456e+00
    1.550000e+00    1.002727e+00   -2.663738e+01
    1.600000e+00    9.995736e-01   -7.330162e-02
    1.650000e+00    9.968257e-01    9.008793e-02
    1.700000e+00    9.916648e-01   -1.283789e-01
    1.750000e+00    9.840043e-01   -1.714628e-01
    1.800000e+00    9.738476e-01   -2.272088e-01
    1.850000e+00    9.612752e-01   -2.756319e-01
    1.900000e+00    9.463001e-01   -3.232905e-01
    1.950000e+00    9.289596e-01   -3.705446e-01
    2.000000e+00    9.092974e-01   -4.161466e-01
    2.050000e+00    8.873624e-01   -4.610660e-01
    2.100000e+00    8.632094e-01   -5.048461e-01
    2.150000e+00    8.368988e-01   -5.473577e-01
    2.200000e+00    8.084964e-01   -5.885011e-01
    2.250000e+00    7.780732e-01   -6.281736e-01
    2.300000e+00    7.457052e-01   -6.662760e-01
    2.350000e+00    7.114734e-01   -7.027131e-01
    2.400000e+00    6.754632e-01   -7.373937e-01
    2.450000e+00    6.377647e-01   -7.702313e-01
    2.500000e+00    5.984721e-01   -8.011436e-01
    2.550000e+00    5.576837e-01   -8.300535e-01
    2.600000e+00    5.155014e-01   -8.568888e-01
    2.650000e+00    4.720305e-01   -8.815822e-01
    2.700000e+00    4.273799e-01   -9.040721e-01
    2.750000e+00    3.816610e-01   -9.243024e-01
    2.800000e+00    3.349882e-01   -9.422223e-01
    2.850000e+00    2.874780e-01   -9.577872e-01
    2.900000e+00    2.392493e-01   -9.709582e-01
    2.950000e+00    1.904226e-01   -9.817022e-01
    3.000000e+00    1.411200e-01   -9.899925e-01
    3.050000e+00    9.146464e-02   -9.958083e-01
    3.100000e+00    4.158066e-02   -9.991351e-01
    3.150000e+00   -8.407247e-03   -9.999647e-01
    3.200000e+00   -5.837414e-02   -9.982948e-01
    3.250000e+00   -1.081951e-01   -9.941297e-01
    3.300000e+00   -1.577457e-01   -9.874798e-01
    3.350000e+00   -2.069020e-01   -9.783617e-01
    3.400000e+00   -2.555411e-01   -9.667982e-01
    3.450000e+00   -3.035415e-01   -9.528182e-01
    3.500000e+00   -3.507832e-01   -9.364567e-01
    3.550000e+00   -3.971482e-01   -9.177545e-01
    3.600000e+00   -4.425204e-01   -8.967584e-01
    3.650000e+00   -4.867866e-01   -8.735209e-01
    3.700000e+00   -5.298361e-01   -8.481000e-01
    3.750000e+00   -5.715613e-01   -8.205594e-01
    3.800000e+00   -6.118579e-01   -7.909677e-01
    3.850000e+00   -6.506251e-01   -7.593991e-01
    3.900000e+00   -6.877662e-01   -7.259323e-01
    3.950000e+00   -7.231881e-01   -6.906511e-01
    4.000000e+00   -7.568025e-01   -6.536436e-01
    4.050000e+00   -7.885253e-01   -6.150024e-01
    4.100000e+00   -8.182771e-01   -5.748239e-01
    4.150000e+00   -8.459837e-01   -5.332088e-01
    4.200000e+00   -8.715758e-01   -4.902608e-01
    4.250000e+00   -8.949894e-01   -4.460875e-01
    4.300000e+00   -9.161659e-01   -4.007992e-01
    4.350000e+00   -9.350526e-01   -3.545090e-01
    4.400000e+00   -9.516021e-01   -3.073329e-01
    4.450000e+00   -9.657731e-01   -2.593895e-01
    4.500000e+00   -9.775301e-01   -2.107958e-01
    4.550000e+00   -9.868439e-01   -1.616632e-01
    4.600000e+00   -9.936910e-01   -1.121526e-01
    4.650000e+00   -9.980545e-01   -6.237390e-02
    4.700000e+00   -9.999233e-01   -1.238838e-02
    4.750000e+00   -9.992938e-01    3.773200e-02
    4.800000e+00   -9.961646e-01    8.765458e-02
    4.850000e+00   -9.905459e-01    1.417597e-01
    4.900000e+00   -9.824526e-01    1.864052e-01
    4.950000e+00   -9.716590e-01    3.666084e-02
    5.000000e+00   -9.589243e-01    1.547924e-01
    5.050000e+00   -9.509327e-01    5.736826e+00
    5.100000e+00   -9.258147e-01   -2.827073e-01
    5.150000e+00   -8.851077e-01   -3.123817e+02
    5.200000e+00   -8.834547e-01    5.127149e+00
    5.250000e+00   -5.231835e-01   -3.013650e+03
    5.300000e+00   -8.322674e-01    8.791868e+02
    5.350000e+00   -1.994259e+02   -1.164300e+06
    5.400000e+00   -7.727645e-01   -1.100922e+04
    5.450000e+00   -1.496375e+02   -2.177356e+05
    5.500000e+00   -7.055403e-01    2.005757e+05
    5.550000e+00   -3.549170e+03    3.992233e+07
    5.600000e+00   -6.312666e-01    1.088681e+06
    5.650000e+00    2.946132e+05   -1.081767e+08
    5.700000e+00   -5.506858e-01    4.177380e+06
    5.750000e+00    2.528148e+06   -3.004881e+09
    5.800000e+00   -4.645914e-01    1.605065e+08
    5.850000e+00   -9.993926e+07    3.700100e+09
    5.900000e+00   -3.739375e-01    2.605364e+10
    5.950000e+00    7.109483e+08   -6.328331e+11
    6.000000e+00   -2.771341e-01   -1.504312e+11
    6.050000e+00   -2.825220e+09    2.376383e+13
    6.100000e+00   -1.936356e-01    1.575585e+12
    6.150000e+00   -2.503398e+11    8.640058e+13
    6.200000e+00    4.070217e-01   -8.526546e+13
    6.250000e+00    1.216906e+12    3.860885e+15
    6.300000e+00   -6.753681e+00    1.323298e+15
    6.350000e+00    2.163688e+14   -1.500600e+17
    6.400000e+00    4.040034e+02   -4.946693e+16
    6.450000e+00   -3.677441e+15   -9.602726e+17
    6.500000e+00    1.692493e+03   -1.376245e+17
